session_id,session_order,session_row,review_batch,candidate_id,image_id,run_date,x,y,crop_url,suggested_human_label,reviewer_task,snr,blob_size,artifact_flags,frame_count,motion_consistency,candidate_score,review_note_prompt,human_label,confidence,reviewer,review_note,review_stage,needs_second_review,reviewed_at
S006_03_negative_artifact_examples,6,1,03_negative_artifact_examples,1357811330-0216,N1357811330,2001-01-10,623.00,335.00,/api/detection-crop?image=1357811330&x=623&y=335&crop=128,cosmic-ray-hot-pixel,Decide whether this is a clear non-lightning example for the negative set.,150.48,1,single_pixel|too_small,1,,0.0000,"Record the artifact reason: single pixel, edge, streak, compression/noise, or other.",,,,,first-review,,
S006_03_negative_artifact_examples,6,2,03_negative_artifact_examples,1358117287-0194,N1358117287,2001-01-13,402.00,601.00,/api/detection-crop?image=1358117287&x=402&y=601&crop=128,cosmic-ray-hot-pixel,Decide whether this is a clear non-lightning example for the negative set.,150.02,1,single_pixel|too_small,1,,0.0000,"Record the artifact reason: single pixel, edge, streak, compression/noise, or other.",,,,,first-review,,
S006_03_negative_artifact_examples,6,3,03_negative_artifact_examples,1358063287-0194,N1358063287,2001-01-13,402.00,601.00,/api/detection-crop?image=1358063287&x=402&y=601&crop=128,cosmic-ray-hot-pixel,Decide whether this is a clear non-lightning example for the negative set.,148.97,1,single_pixel|too_small,1,,0.0000,"Record the artifact reason: single pixel, edge, streak, compression/noise, or other.",,,,,first-review,,
S006_03_negative_artifact_examples,6,4,03_negative_artifact_examples,1357685285-0182,N1357685285,2001-01-08,402.00,601.00,/api/detection-crop?image=1357685285&x=402&y=601&crop=128,cosmic-ray-hot-pixel,Decide whether this is a clear non-lightning example for the negative set.,147.11,1,single_pixel|too_small,1,,0.0000,"Record the artifact reason: single pixel, edge, streak, compression/noise, or other.",,,,,first-review,,
S006_03_negative_artifact_examples,6,5,03_negative_artifact_examples,1357658284-0162,N1357658284,2001-01-08,402.00,601.00,/api/detection-crop?image=1357658284&x=402&y=601&crop=128,cosmic-ray-hot-pixel,Decide whether this is a clear non-lightning example for the negative set.,144.03,1,single_pixel|too_small,1,,0.0000,"Record the artifact reason: single pixel, edge, streak, compression/noise, or other.",,,,,first-review,,
S006_03_negative_artifact_examples,6,6,03_negative_artifact_examples,1357676285-0173,N1357676285,2001-01-08,402.00,601.00,/api/detection-crop?image=1357676285&x=402&y=601&crop=128,cosmic-ray-hot-pixel,Decide whether this is a clear non-lightning example for the negative set.,143.75,1,single_pixel|too_small,1,,0.0000,"Record the artifact reason: single pixel, edge, streak, compression/noise, or other.",,,,,first-review,,
S006_03_negative_artifact_examples,6,7,03_negative_artifact_examples,1357649284-0160,N1357649284,2001-01-08,402.00,601.00,/api/detection-crop?image=1357649284&x=402&y=601&crop=128,cosmic-ray-hot-pixel,Decide whether this is a clear non-lightning example for the negative set.,143.46,1,single_pixel|too_small,1,,0.0000,"Record the artifact reason: single pixel, edge, streak, compression/noise, or other.",,,,,first-review,,
S006_03_negative_artifact_examples,6,8,03_negative_artifact_examples,1357667285-0154,N1357667285,2001-01-08,402.00,601.00,/api/detection-crop?image=1357667285&x=402&y=601&crop=128,cosmic-ray-hot-pixel,Decide whether this is a clear non-lightning example for the negative set.,141.09,1,single_pixel|too_small,1,,0.0000,"Record the artifact reason: single pixel, edge, streak, compression/noise, or other.",,,,,first-review,,
S006_03_negative_artifact_examples,6,9,03_negative_artifact_examples,1358063287-0001,N1358063287,2001-01-13,492.00,4.00,/api/detection-crop?image=1358063287&x=492&y=4&crop=128,cosmic-ray-hot-pixel,Decide whether this is a clear non-lightning example for the negative set.,139.15,1,single_pixel|too_small,1,,0.0000,"Record the artifact reason: single pixel, edge, streak, compression/noise, or other.",,,,,first-review,,
S006_03_negative_artifact_examples,6,10,03_negative_artifact_examples,1357631284-0168,N1357631284,2001-01-08,402.00,601.00,/api/detection-crop?image=1357631284&x=402&y=601&crop=128,cosmic-ray-hot-pixel,Decide whether this is a clear non-lightning example for the negative set.,137.63,1,single_pixel|too_small,1,,0.0000,"Record the artifact reason: single pixel, edge, streak, compression/noise, or other.",,,,,first-review,,
